"","GSM3359632","GSM3359633","GSM3359634","GSM3359635","GSM3359636","GSM3359637","GSM3359638","GSM3359639","GSM3359640","GSM3359641","GSM3359642","GSM3359643"
"TYW1",3.90913147348446,4.04068964909295,3.69330862417534,4.28862013564599,3.99144754510737,3.75859456834477,3.56343358613627,3.72105060691096,3.73152718965206,3.67425241999559,3.543143189976,3.79440652543368
"TMEM216",4.7119902986458,5.07724070212135,4.408856765512,5.08328377595396,4.90511060968469,5.5846754062624,4.63986418221851,4.5633113851409,3.82123416395902,4.40766314451271,5.23150376446403,5.13155565647219
"FGFR3",2.95925289872101,2.74418933724399,3.16772455472167,2.53905597418077,2.87938874514616,3.0378765604577,3.2753418465044,2.80376422843302,3.40362976420254,3.27115258950502,2.94183432236718,2.71389745867123
"FAM20B",3.64055550335166,3.94795157843439,3.76099390770854,3.70293436423881,3.86200346008651,3.77365469126979,3.54315194478961,3.89501182816082,3.62680876623491,2.80813834915317,3.13226883597735,3.91251152004807
"FAM219B",3.35536480172138,3.30336915379173,3.17767754991422,3.30696480051806,3.37521448365957,3.39325703072601,2.88982443713895,2.89068203987654,3.01140087432673,3.05807237735803,2.92078444186577,3.18697644095588
"METTL3",4.45517583234404,4.37869338565391,3.98154713714242,4.87743313041453,4.13351686885537,4.29152983079382,4.12102717048033,4.3230986724397,3.9759923031613,3.52754526065777,2.98334340363204,4.35657792370762
"C7",1.60116488145665,1.43583670396623,1.56687983174237,1.50589497927003,1.56096589722118,1.54492397702229,2.11307188807797,1.56367722160536,1.804905108106,1.87083364862217,1.53622317843697,1.56680315086042
"ACP5",5.53550079021193,5.2777039078716,5.68881685007232,5.46532522265996,5.46246948585718,5.46246948585718,6.17320111074324,5.41881401537121,5.38908546910007,4.8166647825,5.68088497922182,5.74765131434224
"FBXL3",6.84053093445753,7.36881484966906,7.29303405733593,7.10442126936772,7.35836839939646,7.15486329450378,5.76795823828613,7.18509617510218,6.13008454421363,5.00007951338162,6.35048615739492,6.9214090791869
"GGPS1",4.27819897354187,5.1306270557894,4.56666653873349,4.85747172584198,5.03466309785329,4.69043709106559,3.77728238785469,5.21694980884205,4.2397023525679,3.76014171214859,3.9872644681015,5.14047616518731
"PITPNB",4.61926225948214,5.05885571952931,4.7022262345815,5.04978022399093,4.94865669205886,4.72345330631608,4.49140869382828,4.9629875479443,4.63026118567915,4.2323010731999,4.42430817444251,5.09503565721263
"APOC1",2.36687880091757,2.20555921841769,2.36834992545403,2.02121386658572,2.20312126130611,2.30471867520622,2.71395575336522,2.2724376907568,2.51738165235092,2.74870097893689,2.35113041426546,2.22462048255122
"MRPL40",4.66616657819282,4.7654901024379,4.01322136391465,5.52807985221447,4.7738828950998,4.66616657819282,5.71431443813567,5.03634979416585,4.3066567304303,5.11482683580568,5.24075232182664,5.13702470706332
"BACC1",6.40353374383196,6.59026114877453,6.13271960275478,7.02763483725521,6.67734661634427,6.55254936404411,6.95433679756957,6.76761071590309,6.75609507648224,7.39855461675049,8.11539590859415,6.76791558213173
"SUN1",3.36474277074082,3.33628244318764,2.93558254632533,3.45941761472273,3.3475203624663,3.40987429402955,2.75451597179718,3.06897236704073,3.41507141098319,3.10504270456714,2.5484790974441,3.00074635189938
"SIDT2",4.50237442294383,4.548803380407,4.26980115454194,4.58556794172087,4.14157868639779,4.32666927079596,4.3820017153515,4.90436110454707,4.74537590690698,4.76209729382536,4.67905095531142,5.00704534249757
"DNAJC7",5.94610719066637,6.06057877584208,5.40671911601155,6.68936367503927,6.1853417900601,5.70863140644107,5.93055691610767,6.35159658417126,5.86340477911976,5.34654282183939,6.63909680316003,6.52681231594845
"CBX7",4.80277636282505,4.40516575016692,4.58591561612675,4.23601933836831,4.62703587576774,5.02917107775094,3.68777077254552,4.06995734939481,3.94897698729523,3.714531271619,3.72086495854728,4.17498365446932
"NR4A1",3.96152190179885,3.58959265949865,3.57282098976789,3.87821063305547,3.5823118260937,3.47944845228533,3.36158143167,3.45249783397772,3.8524878816299,3.63275841672768,3.41879253885278,3.20001528842531
"NUP205",3.92776000202457,4.16784225215285,3.72001499271422,4.18140680436439,4.0369809697539,3.8096990475317,3.23224387154125,4.82724787234011,4.09313342193291,3.44975512025178,2.85292044357656,4.42522888187508
"MPLKIP",6.11323180175229,6.63522845134783,5.96263326463136,6.86855186325708,6.45924690511103,6.18263268308965,6.14716799427845,6.39397446922458,6.44139853798725,6.1538442364535,6.51604448537124,6.90089361549004
"VSIR",7.91858428202001,7.71172715037992,7.95707129554859,8.13738779581841,7.8384784988682,7.95142478658087,7.93949190092773,7.90208877376392,7.69650078109169,7.98542560404898,9.33368152265175,7.73393260340828
"ZMYM3",3.28603734340402,3.15593052446238,3.21170732022409,3.42203256566817,3.1242227872799,3.24464340169957,2.89410494647546,3.24872468251772,3.26774150585278,2.7915885735206,2.89706203168519,3.10143979956667
"NCOA5",3.84735740761521,4.2486703072589,4.19090204456805,3.9356830896037,4.0548775875475,4.16188579697221,4.23905955603596,3.6801820113602,4.23295556380469,3.90965987982607,3.78718974549625,4.3459102790813
"CDC25B",5.59874699462976,5.47184273339714,4.78770796782337,5.52839461174641,5.55532288710341,5.46442774435421,5.36605981370564,4.90125088963135,5.2017232240281,5.23009572537628,4.2835914641886,5.07234761945697
"MYLIP",6.43430555570266,6.70066372109768,6.87653236332036,6.84212485860268,6.85882435240299,6.67492409278663,6.30056929051568,6.98544643919262,5.9552233756736,5.71097309004112,6.80466530847807,7.06290232260786
"CPNE2",5.20589491518021,4.7010024790627,4.91444721250501,4.87048058585561,5.0201186885169,4.93881319207434,5.37107297925066,4.60861912304812,5.01672924691292,6.15617485815537,4.96949837599517,4.68516596105376
"STX18",3.55050061627305,3.69265281138515,3.7577806931234,3.86741142544917,3.61869222212585,3.49816337463647,4.46692265379969,3.74480678730121,3.76664743639575,3.41136473204364,4.72319982087611,3.91971841599982
"SLC25A22",4.20316630749389,3.99855490028404,4.23971895044923,4.00610441122921,4.22900180870929,4.26940520954859,4.31158826875392,3.97482504340989,4.43828189122008,4.72514122067373,4.10544131647105,4.14922322857262
"MRPL4",4.12305376603644,4.10247837910823,3.83301422500428,4.08031669897106,4.03631834774234,4.15101999096945,3.96877735281826,4.04906349522331,4.11660022308406,4.13041613780798,4.09249759579173,4.11510796130126
"IRS2",6.81490299229965,6.18011066720843,5.96974605517777,6.46848591197764,6.22581560557468,6.96097279973808,6.71895574451701,5.25098743786123,6.59116084653511,4.02490915777904,6.89030284043175,5.61652702488732
"CELA2B",2.93916836683505,3.12393809334974,3.02331415582471,2.57119319355381,3.09982198395558,3.00659582991176,3.54314043023386,2.96261151466456,3.50910974814407,3.53273055565021,3.1148687100212,3.23241209015916
"ZMAT5",3.67542693291328,3.96903259897329,3.81380479772324,4.11792334851277,4.37221267230896,3.98287660086417,3.76654581624193,3.77176751560128,3.96901501281754,3.97402878677302,4.48051343292498,4.28764606528266
"ADARB1",3.28705741608781,3.20980019111766,3.18165893711653,3.17922348169787,3.10496005495435,3.10132600298708,3.09053690029041,2.96467328407755,3.24866732355968,3.37827091287766,2.8027617573027,2.85942449638994
"LRRC20",3.40585077460905,3.24731312082755,3.61298603044312,3.07482292515638,3.3077577969841,3.3236743834263,3.7181664670654,2.91066330894901,3.7214877874772,3.7214877874772,3.30578193930949,3.3329595863717
"ITPRID2",5.58458611706885,6.02249199987475,6.73625571470089,6.16431077507919,6.30378707603959,6.22882100626899,5.59270918741726,7.15744148188643,6.51193745075352,5.31754557649211,5.82413858111673,6.61772743969276
"IFT52",4.53571258170061,4.68515678184589,5.03386293376733,4.64446711914038,4.76217816509729,4.60560849268496,4.31045106316291,4.78078899920225,4.79301742165654,4.43319204894595,4.55459469283497,4.73373742506614
"IL1R1",3.99750775027829,3.01294227001463,4.0932380158371,3.56843062691235,3.26658049638547,4.17465725104446,4.46073143326895,3.50750594462697,3.49704235675738,3.71679502858553,3.60830410623356,2.91061016628193
"NCOA7",3.17294526326714,4.1397955243453,3.3417006412595,3.97054477822726,3.43622156417177,3.09324990096604,3.70717775712254,5.34692109183656,4.40130698640964,3.65680148238911,3.74875163115694,5.06460618911388
"PUS1",3.34986637951641,3.57930794842197,3.24900548720817,3.76696882287938,3.52529042746946,3.41525795959685,3.5283043675974,3.26078147812499,3.31089215000201,3.18968118395434,3.16298924436154,3.75076229272122
"RAB11A",5.99726427878974,6.11218035988285,6.06007107166396,6.2645556139022,6.2983991206691,6.0491526056421,6.16297399882336,6.60531600977376,5.74881202285866,5.5809691009201,6.41707646848128,6.09275032354659
"ATP6V0A1",5.03094858331618,4.42842947233997,4.90297923324924,4.39504826258462,4.78492456533087,4.76420474397138,4.72418882314269,4.65191837138084,5.16316609731737,4.58138207551045,4.7357199315064,4.55794623620061
"FNTB",3.77626607472067,3.49393215659716,3.8621781698215,3.57461128526334,3.96156933783095,3.9168945862112,3.23556487510185,3.84224336734408,3.7871905899584,3.59269470215685,3.13851901477415,3.85405180985335
"PPIL1",3.80578770316881,4.36189933667613,3.66108405406378,4.12560716008755,3.98147784482126,3.85347989274506,3.94673272241262,4.20889269368278,4.01147662301019,3.89968666360505,3.46120131535542,4.54875624929724
"MDK",4.0203187714852,3.98613947193538,4.27308642262166,3.69398989709666,3.91672516163753,4.21784951749257,4.02288076933873,3.91806044753223,4.32028691461699,4.21093698724358,4.12585173399992,4.04674017121259
"DCAF12",8.75206346912353,8.96374619916859,9.63386228601716,6.42943210283495,8.83797866452811,8.93279979330474,7.19453403922813,8.8882230158653,9.38967796707249,6.64715219702378,6.3961351676064,7.85909739469896
"SNRPE",4.09852404894742,3.89148758045324,3.38746587469456,4.36389594902085,3.97978721994112,3.77375853299549,3.95249749591676,3.71816463108224,3.52790408964,4.39843079492952,3.93454121713773,4.11423810263451
"MED17",4.32416843612467,5.40257492963199,5.16540089544416,4.84019235806955,4.90274889896477,4.95639071458775,4.25355591926863,5.18423429858753,4.39851974853318,3.86122209597191,3.68628023440577,5.24705688447839
"RAB11B",4.72311867988892,4.67817423997528,4.83878885330602,4.44724525625736,4.62662526059206,4.80784958192131,4.61668452206407,4.97793189499829,4.94333488007891,4.75880128732668,4.94351205524898,4.4812943146329
"ITPK1",5.02726145114049,4.76610529231128,5.01480149636814,4.53454601903622,4.85461747643031,4.92089075031637,5.01420701434969,5.08216347298696,5.06721037205562,4.76452911018235,4.84747907665902,4.86543430849574
"GLRX",6.83716490981522,8.15632419042011,7.95727255415135,8.81933420796908,8.08330113007956,7.41506735154177,8.18837042436455,8.98293430713166,7.96454973597103,8.16004770470348,8.15657445444593,8.80373835048353
"BASP1",10.2981528422318,9.71378017697378,10.5664121440016,10.7139869186824,9.99036120185494,10.6801805198484,9.55624319042589,9.73253217125549,9.20281041176381,9.6654946289676,9.40666597886101,9.423450690512
"RPL27",10.7438798821327,10.8065945808581,9.42102602862552,11.2736645683472,10.5659164114557,10.5361559004743,10.7082107208065,9.86235308477439,9.60841896217133,9.89107585154541,10.957921552533,10.399243483865
"TBC1D23",5.17339735005367,5.71887408393868,5.40736926610381,5.60540674798362,5.64398796737125,5.40185675934584,4.11058573507738,6.01127614031548,4.7608260220996,3.44593470033483,5.40442905780458,5.88341897232042
"LSM1",4.87812984081922,5.24600858261635,4.93560583755481,5.35549756862655,5.25940323088692,5.10951851540288,4.87352209290194,5.88134447257814,5.27985122856911,4.75275821256787,5.54332540621947,5.59268943401228
"BTBD3",2.7610867123822,2.71448216596542,2.57452109206699,3.05617927279241,2.76956405280564,2.69222058535583,2.87046267517232,2.93503482976916,3.14775066382405,2.78777054877503,2.61126214386959,2.65613938204377
"UTP11",4.44049437376932,5.33683830792112,4.43365275147382,5.16593992091199,4.97063832698125,4.4384017789606,4.2888340208166,4.96179668274262,4.60772812839586,3.69138088305694,4.62165722287887,4.8515025793003
"TYMS",3.06707711508581,3.73545908233102,4.21699855614091,5.80904707193081,4.68474592279176,2.70742885393157,6.2777805957468,4.98875388022293,4.40198091133763,6.1887858912383,4.97588936253435,6.16763528717657
"TTYH2",3.74503117402749,3.74592277697766,3.20392998985253,3.69958288913129,3.83730916735,3.42412421927281,3.61840265258977,3.23744449908884,3.57636586663292,3.7061958714124,3.31762763733873,3.35430821612488
"PVALB",2.84655949382308,2.63547612475714,2.66064280692264,1.95825522142242,2.99797062719534,2.77214411162551,2.02586796334967,3.86172665156709,3.24804163068067,1.45075749203231,2.40431758372888,2.25863175877652
"NME3",5.51504148508053,5.30365098589782,4.56177828711528,5.61952610390085,5.51597221083215,5.29970373673965,5.59271382900705,5.02456287290827,5.10010178491409,4.14745009400328,4.98147419219539,4.72831459988931
"LBHD1",3.8119657750921,4.30154630288598,4.05741914573459,4.30526068504721,4.16815323814514,3.86799157728899,4.57125988167507,4.17117237755855,3.96023310217152,4.46204231067015,3.96133777092255,4.16081536093984
"S100A4",11.0036576565982,10.887498997651,10.2582313414368,11.0742880242307,11.2399259967017,10.6316673982492,11.0268135189047,10.1796634406703,10.3919937533514,10.2471157291859,11.3962344024297,10.6274451780951
"NECTIN2",2.91711986586822,2.59648648696894,3.43059324182412,3.24025757874533,2.86073955893217,2.64616112024778,3.50998665666669,3.7307816291214,5.30616203574053,2.98831943614738,5.02519073792334,3.39207703840302
"TCTN1",3.38729376603707,3.23210239985984,3.26380802646837,3.07722065242999,3.04513313207437,3.52176391702922,2.75803780383001,3.00779789899548,2.75559225273957,2.70828602666631,2.87760418390813,2.81569664453098
"MYO1E",2.75725436987399,2.83917429975005,2.48384978842934,2.5803199068322,2.5682795099469,2.18921152018792,2.5919107152488,2.74841371100428,2.64156821399927,2.27283013778586,2.24324006416318,2.6784668310553
"NCOR2",4.53656843580153,4.11470009484772,4.30133822492071,4.12047362267792,4.25869675319282,4.39323222190183,4.37718507611882,4.01643960559597,4.30008083874896,4.67241712730334,4.78884622214532,4.03544696700593
"IL4R",4.79497041594467,5.06710517917144,5.46921252614029,5.94749655502293,5.20309153713203,5.68152505842495,5.64256550518466,5.00671750009004,4.85602992815962,5.13907450942373,5.12388272399383,4.88812708648963
"MAPKAPK3",5.59964259222949,5.55785527656884,5.40570155213631,5.87921552417567,5.63527112827999,5.36262775078007,5.64244710122453,5.67637382875264,5.52670258729092,5.82838355511107,6.29212890881773,5.68626491865778
"BCL2L11",3.97750347873792,3.92796457569844,4.41749097921709,3.86988199346549,3.91009554623665,4.44214562771209,4.0949872488207,3.64554125454188,3.49941979109833,3.50408519213598,5.29095844862638,3.59584577822503
"ATP2B4",4.43953107262873,4.32340402483941,4.13070303984304,4.36504523816819,4.18485863510218,4.49457215035773,3.46064531823561,3.53142479302029,3.84856404005378,3.89339352977715,3.18773999821297,4.16583469356568
"LYN",9.75789943760896,9.60899309105955,9.90978497834532,9.84733745539323,9.78637502221506,9.91874341926933,9.36401340366514,9.96614326609429,8.99260108572226,9.34619783240491,10.2750373037696,9.70793455582043
"SHKBP1",5.84527751118887,5.28772256202201,5.98479699798263,5.97141370481974,5.66983907814716,6.37853750546823,6.63867832431218,5.92270528953074,5.73806549926249,6.49009877228618,6.37421338660149,5.78796009826315
"TNKS",3.78706978147668,3.80999469628885,3.75093486754957,3.62762957628819,3.62116864493202,3.76004121720317,3.20472842870752,3.51237506461442,3.54641541379465,3.27247152555032,3.0385061577246,3.60799372107759
"TPCN1",4.26738755057486,4.09138294049342,4.06346981444345,4.19960017232891,4.22306326181798,4.33542801132593,4.3112526711089,4.00065505000451,4.31656987432784,4.41213677473469,4.26234397559381,4.01469022996628
"RAB11FIP1",5.97630759951577,5.99020790825166,6.2265627574286,5.75266397356536,6.23274269826078,6.43288907760907,4.87893660252353,6.20765239970331,5.06364268719173,5.57218516395422,5.70429203676358,5.61859581859132
"BIVM",2.8468272419976,2.14480549289848,2.21458893936878,2.37767056156093,2.53274573124721,2.35985203102306,2.16261781174089,2.10961932314049,2.22433913278011,2.13186975346408,2.11340296323916,2.64059566327363
"NPRL2",5.48667576706578,5.56815290697076,4.98570405881495,5.6183949480961,5.2827583381237,5.47224016397321,4.74625013812102,4.93787610803578,4.69803407763201,4.70603254292439,4.34949825928063,5.13484285186998
"RNF38",5.19709803495716,5.27684491925902,5.18986856493786,5.48213705271716,5.16675970491816,5.23487610240059,4.25995398540564,5.61767666512818,4.57383738435506,4.25047145542953,5.95131316575614,5.28594993750314
"MEF2A",5.54463193019517,6.18730677081065,5.6755764827248,6.6614367547217,6.10639132936057,6.47704098840351,5.05000510889662,6.3381687292304,5.33780662119505,5.23787437101121,5.50077594893843,5.98231119075768
"ENDOD1",5.01425806704909,4.33305317160131,3.706078494742,4.25668905324916,4.48975517687924,5.21793064726996,3.27643812595543,5.69857944642801,4.35089036212736,3.93355232832973,4.23238127439197,5.26044981429298
"IFT20",4.67927507195688,4.75144798059443,4.82139319930134,5.16238097967152,4.80358754457687,4.80105503715025,4.87909563461211,4.67620894039042,4.9316921598351,4.44559640584073,5.28214366381208,4.93023830919799
"CD59",4.2789977287386,4.73334965263058,5.77384184576587,5.02158907623447,4.39275910171958,4.75849133497929,4.8402236457706,6.04517593415383,5.305023209937,4.6790075030493,5.0503617066529,5.57970939013471
"RELA",3.80344788839847,3.79423831760116,3.80461800282881,3.96296990152501,3.93557724666578,4.00619681293211,3.78029488797706,3.96089907411057,4.03417102103458,4.03240814921319,5.00439010314887,4.40678478450874
"IPO5",4.16872223116703,4.46917401493772,3.88848093431531,4.50067520677143,4.14667864577525,3.94860056771293,3.98342084693704,3.82438365061186,3.63039119904917,3.73123201793349,3.94561626742108,4.16117726292268
"DLD",6.55775888724514,6.64912582091737,6.19800915511597,7.08546172141917,6.72064972000604,6.34950565927266,6.56793774679507,6.61122355573885,6.26954909899391,6.26439392035664,7.37031050307375,6.66583618788461
"SF3A3",6.00817031308953,5.85038302094817,4.98023291084625,6.34723220051454,5.88929803902539,5.51156171568772,5.17124851236363,5.24690815883423,4.90186758492253,5.33509030924763,5.38761662950321,5.82690347249569
"SRP54",6.07828578580486,6.08950049657059,5.87048197980467,6.59088816234273,6.00723180605515,6.16861447792838,6.43829294443199,6.49885902097115,6.17625374649886,5.51910399993998,7.12505672388777,6.62318320377097
"METTL13",3.60176971241027,3.98306241095088,3.33080750297867,3.85697005504567,3.92310375769357,3.71714229424967,3.74886940792146,3.97671211180343,3.76390197133203,3.23406726819391,2.96739426719398,4.20195728936866
"NFS1",3.06256377435435,3.11722498695406,3.157491032533,3.27087996727231,3.40050469132636,3.23184745780684,3.30853141767239,3.19789818608685,3.20428046585395,3.05717381009277,2.76251156190455,3.24633070592016
"CFL2",2.57936133562717,3.02787945203091,2.20326121522793,2.78477870035922,2.31389589838935,2.31273221878481,2.35563221055732,2.31592980461101,2.37822118271759,2.24670114950687,4.40804015205469,2.19171921107565
"ATP6V1A",7.05099010179204,6.58773399484776,6.76837790491629,6.70862761415924,6.91192518476115,7.03812788707878,6.08534027896189,6.8642074650242,5.91087880963652,5.54118507067754,6.46163598691867,6.50873844365614
"AIMP1",4.86497291993854,5.30091268512318,4.24063076986885,5.54423268304719,5.23716689365937,4.75298430532064,4.6331506498169,4.84946683700306,4.48766275084742,4.18083512693282,5.52444388713582,4.82737239849677
"TK1",4.11413724417154,3.86497504585054,4.3220066129889,4.22585547030083,4.36920756497159,4.10050259887419,5.39716191149266,3.84782020908678,4.94307153112823,5.32554717487566,4.82791292142582,4.32088202046227
"ARL2",2.79440475805348,3.12418244197013,2.86920858999086,2.83490145611505,3.0351755659714,2.89055707503012,3.16650188759422,3.28411612142473,3.19497391175584,3.10286452987082,3.13397956893235,3.2211272665756
"OLFM4",1.39206441393333,1.91315268028156,2.22431690641039,1.30736867501706,1.38421167385532,1.29928127981795,2.19512212277831,3.39754278631393,2.19392852892098,1.74083971504212,3.5338373614318,1.66905954222683
"RBP4",2.03688920291755,2.00166707360933,2.07163260534395,1.92030528994836,1.92241631942101,2.08464317705485,2.04188376336219,2.07196012493929,2.74224009971155,2.02723842787211,2.41628776356394,1.70419447184279
"CDK5RAP1",4.69396370632238,4.53169928434508,3.91762496717036,5.27557325355016,4.5585220667415,4.54242209953727,4.50365812824154,4.46889428439046,4.43521132932955,4.71584013107139,4.39876789367139,4.63955423331091
"PRPS2",5.10255887954718,5.40887718739713,4.90692313658849,5.80773600436709,5.1047055821953,4.60682724167923,5.66415168579139,6.71301377060075,5.55068139810994,5.03414142919061,5.6765176907468,6.51215269211266
"HID1",4.55268958459836,4.14826374050892,4.48770348463641,3.88364586757318,4.38886152190966,4.46462746142939,3.9818332977739,4.16653046977278,4.92875567261042,4.61053515819499,4.2254516324187,3.97934128644474
"PDXK",3.9143625093731,3.94731134352024,4.10026955823599,3.88401170349658,4.02698368283518,3.8955823757214,3.96631368918305,4.03441989293742,4.20508234814324,3.52110125968356,3.85342627565153,4.37825035392265
"EMP3",7.8653175553048,7.88696213564256,6.69843291977228,8.09704225288711,7.91135848560038,7.14853180074993,7.9869038357464,7.27693908084773,7.04096212652329,8.36520362573483,8.88726780853778,7.80007494475999
"DKK1",1.65092638728614,1.25748830643944,2.05711307408419,1.40513573968261,1.5057232349461,1.54832441190348,1.64241739691269,1.14818973344853,1.75468969741544,1.59050943135429,1.67083871984363,1.34886855991596
"TTC27",4.0954957848105,4.56155599758642,3.36805827527023,4.6916921611435,4.45924317724347,3.93227190929686,3.94584208249353,3.41820196288911,3.23400122407913,3.83918991905017,2.74225169017008,4.3613073011186
"REXO5",1.54832441190348,1.64753756702765,1.98776711091348,1.55142038886402,1.79509601720094,1.71798694759703,2.16274744457124,1.68550692095491,2.23860824417479,1.60628183692712,1.90362396129249,1.78300903607589
"ESS2",2.74483143023125,2.43943379283062,2.72676427106534,2.54249733718424,2.6378491100542,2.59737659641622,2.79444382408071,2.64320494801674,2.57857416266248,2.82893372187686,2.92615397049131,2.62272376614314
"HPCAL1",6.56873388745414,6.06856653385927,6.66243831694359,6.51496045308928,6.38204395100968,6.64343868589863,6.48329961261357,6.3398380123026,6.3687229480662,6.99190674850741,6.69789582953802,6.58389472013202
"ATG5",4.6721385588161,5.04780116678653,4.51984273961248,5.10458755661726,5.02343570311797,4.78121534097081,4.73033718326699,5.02056011768444,4.86702968346074,4.37759517338065,5.28121065363125,5.18118063035749
"APH1A",5.58032635779353,5.50644026455916,5.23015947475572,5.91360474110968,5.65584597601505,5.34572157907382,5.62914186437933,5.71643633829933,5.60312315807973,5.95239446001569,6.46649916234158,5.85022628682768
"PRADC1",3.47734923604105,3.71500209096814,3.04859522384688,3.78314426447175,3.41600376003978,3.22111231104544,3.89540959633537,3.29098034832312,3.30053912840944,3.46984451428657,3.84140947026181,3.19353350745392
"HDAC3",4.30321753214875,4.4729965722207,3.73345555520367,4.98621222989549,4.27110329811839,4.36523961056904,4.04487788232835,4.48827219150512,3.92955773682443,4.26154833843686,4.97196709992294,4.4117836545019
"PPFIBP2",2.63527415266663,2.59236606007545,2.49064795265996,2.8578274512682,2.85374798180575,2.61992677998699,2.83771019278148,2.63442619206375,3.00836575423795,2.67024874959514,2.69045593429617,3.35048625959144
"HEPH",2.23227637076107,1.88918198358678,2.26780776070781,1.85234725623761,2.0177207058027,2.37661599193076,2.29837313866449,1.9102205466884,2.14937202440289,2.60947019142142,2.32395530309834,2.09386751811708
"THTPA",3.9779425151381,3.67861296947592,3.71988364849393,3.71490385114432,3.4980836385701,3.47005255422274,3.48718630118744,3.75484910781643,4.05328785446712,3.46084878809689,3.36330213279833,3.78361213329787
"PTX3",2.18035336169621,2.72449129860853,2.32250544593641,2.97157898770315,2.56167672949655,2.45516049149793,2.54182569548788,2.45514853473851,3.60687332757444,2.24026280950032,3.90516199309549,2.66771418793319
"NMI",7.79050816990421,8.39572261007455,8.50560396755226,8.73539404181543,8.42725921466248,8.04454077651322,7.98700899418106,9.01251478405148,8.17486973942303,8.0309101599427,8.09257277490595,8.80754236698017
"KLF13",7.00706585213986,7.01026628128486,6.56248361342693,7.44239418161523,7.07361493535772,6.78091014466647,6.66493094326036,6.37667060381149,5.70127452609324,6.67707325027565,6.76854069641803,6.75187010124848
"MCRS1",4.82648522623134,4.53165298592659,4.02562749020455,4.7560245059728,4.30708254995879,4.32616133214225,4.09976445861307,4.22747176664434,4.19535700658141,4.52111030952952,3.80968802720711,4.13611975322978
"UGT1A6",2.57473096424944,2.18086160173626,2.4822658640907,2.04049589130314,2.35397943916421,2.35359838738391,2.62950912200541,2.42413949448627,2.63487687357566,2.51486140497207,2.46598161637983,2.38252973883704
"PPP1R15B",5.1374432835492,5.26884671175039,5.31608249648769,5.20047059232388,5.41339830072564,5.31940282746079,5.24172135936465,5.87983286035127,4.95530916670744,4.86746040658961,6.66674867579402,5.75787440780637
"RBL2",7.02920536833107,7.14367102747428,6.61426305177778,7.48399017217322,7.09984945750064,7.17834945188176,6.27651965477936,6.39576173367431,5.62371519860539,5.59412497276916,5.08934378370347,6.29279726885236
"PRDM4",4.99406679486994,4.86728968028133,4.4268557572991,5.07156215227999,4.8493269385966,4.84350536659509,4.70903945184802,4.35461802617085,4.28354305004629,4.92214710634777,5.19708264258533,4.8343163823827
"MYOF",5.4031163688564,5.70011097845151,5.37089349441356,5.78928193567237,5.5909218918383,4.63917973339153,5.52573801602156,7.81838570626739,7.95133255234719,5.96112945252247,5.87730044216264,8.0243983746628
"AZGP1",3.31031543480406,3.37936548334491,3.16133232001325,3.04380569721641,3.43398660648467,3.66312008019771,3.67493694267458,3.24359222281753,3.33973759488747,3.48332707939773,3.45086067394983,3.24178775551091
"KMT2B",3.26415411158376,3.05139731935229,3.41596434945897,3.13899724054066,3.15352309980938,3.41407394311074,3.05312111010734,3.21158344606038,3.38956992913078,3.38881074297149,3.23985693446863,3.17669841731933
"COP1",7.48952482661679,7.36721761111067,8.03901872818684,7.58623897356943,7.53454155110287,7.88897779345469,6.19609442926881,8.09430693310469,7.2500977719912,6.3594634015049,5.98919157696333,7.52353637713146
"C2CD5",5.65651276294831,6.08024431392553,5.57448281133901,6.158073697659,5.76946307536882,5.62918588685984,4.96302020730844,5.66437746590069,5.05946399997038,4.52596740918316,4.93280541609078,5.46263640275959
"C1D",4.62143070414524,5.55146338302245,4.73709029815577,5.68232739685805,5.36025834079717,5.29332106252931,4.96329692638473,5.29150288503569,5.29538898830075,4.81957815640804,5.25296531668158,5.63822383100212
"DDX50",6.06131015662649,6.20819231291124,5.09798160700821,6.60724758766444,5.97143235495481,5.89722755660483,5.60838090827501,5.48454528377748,5.04234823927157,5.27051725375068,6.02642481863663,6.22455737639531
"B3GNT9",2.76557754120275,2.61992565333474,2.7017943664868,2.56961786192415,2.80314915544845,3.3122780176059,4.43648065152619,2.92763317532859,3.01282222038991,4.65666911867347,3.7130113766747,2.6133944037806
"CMTM4",2.58814404179465,2.06814690344337,2.34534165044606,2.13310037404228,2.15259507736715,2.37892111541797,2.30714693311535,2.04411407012107,2.61847166158114,2.40813177209332,2.49667485785776,1.93261531364039
"FERMT2",2.22555877766445,2.10186531751488,2.47506350146498,2.0427488439219,2.22514561422316,2.22305991835516,2.61435457038571,2.26712219247093,2.67888908326355,2.80584149573499,2.38322344627629,2.18896259274313
"CDCA5",2.42639554698435,2.17046927011996,2.39229141196299,2.35675924250638,2.39291228768326,2.18434741877082,3.45948497752261,2.15923665187844,2.66597947100893,3.18669375044036,2.63962173487433,2.73106481468376
"FCHSD2",3.99106028737158,4.1859792415361,4.30226651129839,4.33013861815429,4.09835445840979,4.1014920360124,3.73259043838106,4.08780582461927,3.53577453671599,3.22172597311758,3.13231088213878,3.83079016745968
"UHRF2",7.66060196295729,7.47114484032216,6.91843804513075,7.90913145240167,7.25857393581311,7.42864201384481,6.41863710611051,7.24264361756362,6.73280315967068,6.25112013463928,6.85371580218807,7.20201394152543
